2357438,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,9932130,2,201010,6,4,4101,LA SERENA,0,0,0, ,3
2357439,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,10788763,2,201007,6,4,4101,LA SERENA,0,0,0, ,3
2357440,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,11222586,1,201009,6,4,4101,LA SERENA,0,0,0, ,3
2357441,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,11310386,1,201101,6,4,4101,LA SERENA,0,0,0, ,3
2357442,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,11710539,1,201008,6,4,4101,LA SERENA,0,0,0, ,3
2357443,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,13945298,1,201008,6,4,4101,LA SERENA,0,0,0, ,3
2357444,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,14277883,1,201004,7,4,4101,LA SERENA,0,0,0, ,3
2357445,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,15096360,1,201103,6,4,4101,LA SERENA,0,0,0, ,3
2357446,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,15822256,2,201102,6,4,4101,LA SERENA,0,0,0, ,3
2357447,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,16004533,2,201008,6,4,4101,LA SERENA,0,0,0, ,3
2357448,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,16626346,2,200807,8,4,4101,LA SERENA,0,0,0, ,3
2357449,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,16999504,1,201006,7,4,4101,LA SERENA,0,0,0, ,3
2357450,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,19357988,1,201102,6,4,4101,LA SERENA,0,0,0, ,3
2357451,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,20027890,2,201102,6,4,4101,LA SERENA,0,0,0, ,3
2357452,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,22167215,2,201105,6,4,4101,LA SERENA,0,0,0, ,3
2357453,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,22200303,2,201106,6,4,4101,LA SERENA,0,0,0, ,3
2357454,2017,13463,5,COLEGIO CARLOS CONDELL DE LA HAZA,4,41,4101,LA SERENA,41,ELQUI,1,1,0,1,110,2,2,1,1,B,1,0,0,24950283,1,201102,6,4,4101,LA SERENA,0,0,0, ,3
