,AGNO,RBD,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_REG_RBD,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,LATITUD,LONGITUD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL
427,2018,544,4,ESCUELA DE EL MILAGRO, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-29,94943619","-71,2261734",0,216,0,0,0,0,0,0,0,0,1,1,7,NO APLICA,GRATUITO,GRATUITO
428,2018,546,0,COLEGIO COQUIMBITO, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,91509438","-71,14940643",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
429,2018,548,7,ESCUELA DE COLONIA ALFALFARES, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,9046402","-71,23429871",1,10,110,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
430,2018,549,5,ESCUELA DE LOS CORRALES, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-30,05390739","-71,05426025",0,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
431,2018,550,9,ESCUELA DE ALMIRANTE LATORRE, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-29,63672638","-70,95671844",0,110,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
432,2018,551,7,ESCUELA DE LAS ROJAS, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-29,97772598","-71,05638885",1,10,110,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
433,2018,552,5,ESCUELA DE CHACAY ALTO, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-29,64060211","-71,09513092",0,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
434,2018,553,3,ESCUELA DE BELLAVISTA, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-29,92426421","-71,17507938",0,0,0,0,0,0,0,0,0,0,0,2,9, ,SIN INFORMACION,SIN INFORMACION
435,2018,554,1,ESCUELA DE PELICANA, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-29,98753929","-71,00857544",1,110,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
436,2018,556,8,ESCUELA DE ROMERO, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-29,89151573","-71,14389801",1,10,110,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO
437,2018,557,6,ESCUELA DE SATURNO, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-29,97305107","-71,08922577",1,10,110,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO
438,2018,558,4,COLEGIO PUNTA DE TEATINOS, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-29,81619453","-71,27998352",1,110,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
439,2018,559,2,COLEGIO AGUA GRANDE, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1, , ,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION
440,2018,560,6,COLEGIO QUEBRADA DE TALCA, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-30,00830269","-71,03671265",1,10,110,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
441,2018,561,4,COLEGIO EL ROMERAL, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-29,72044754","-71,21631622",1,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
442,2018,562,2,COLEGIO CALETA SAN PEDRO, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-29,8791275","-71,27114105",1,10,110,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
443,2018,563,0,COLEGIO LA LAJA, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-29,64240074","-70,7721405",0,110,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
444,2018,564,9,COLEGIO LA ESTRELLA, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-30,03497124","-71,10951996",0,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
445,2018,565,7,COLEGIO ADVENTISTA LA SERENA, ,65102254,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,93512535","-71,27539063",1,10,110,310,0,0,0,0,0,0,1,1,7,ADVENTISTA,$1.000 A $10.000,$25.001 A $50.000
446,2018,566,5,COLEGIO ISABEL RIQUELME, ,65145557,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,88322258","-71,22512054",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
447,2018,567,3,COLEGIO SAN FRANCISCO COLL, ,74068000,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,87903404","-71,2456131",1,10,110,310,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
448,2018,568,1,COLEGIO SAN ANTONIO, ,70734000,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,90446091","-71,24953461",0,10,110,310,0,0,0,0,0,0,1,1,2, ,GRATUITO,$50.001 A $100.000
449,2018,570,3,COLEGIO ELENA BETTINI, ,70105700,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,90817833","-71,25341797",1,10,110,310,0,0,0,0,0,0,1,1,2, ,GRATUITO,$25.001 A $50.000
450,2018,571,1,ESC.ESPEC.LOS PENSAMIENTOS DE JUAN XXIII, ,65024466,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,939386","-71,26124",0,212,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
451,2018,573,8,ESCUELA PARTICULAR TERESA VIDELA DE G, ,73116300,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,92436981","-71,25670624",0,10,110,310,0,0,0,0,0,0,1,1,2, ,GRATUITO,$50.001 A $100.000
452,2018,574,6,ESCUELA INDUSTRIAL SALESIANA SAN RAMON, ,80230500,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,90975189","-71,25202179",1,110,510,0,0,0,0,0,0,0,1,1,2, ,$1.000 A $10.000,$25.001 A $50.000
453,2018,575,4,COLEGIO PROVIDENCIA, ,65082584,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,90223503","-71,24090576",0,110,410,610,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
454,2018,577,0,COLEGIO JULIA DE LA BARRA CAMPOS,10867442, ,0,4,41,4101,LA SERENA,41,ELQUI,3,2,0, , ,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION
455,2018,578,9,LICEO IGNACIO CARRERA PINTO, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,90189743","-71,24624634",1,110,310,410,510,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
456,2018,579,7,COLEGIO SEMINARIO CONCILIAR, ,65076366,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,90500069","-71,2431488",1,110,310,0,0,0,0,0,0,0,1,1,2, ,$1.000 A $10.000,$50.001 A $100.000
457,2018,580,0,COLEGIO GERONIMO RENDIC, ,88933200,1,4,41,4101,LA SERENA,41,ELQUI,4,3,0,"-29,90433437","-71,24346363",0,10,110,310,0,0,0,0,0,0,1,1,1, ,MAS DE $100.000,MAS DE $100.000
458,2018,581,9,ESCUELA EXPERIMENTAL DE MUSICA JORGE PEÑA HEN, ,72757900,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,92764091","-71,25418854",0,10,110,310,0,0,0,0,0,0,1,1,2, ,GRATUITO,$50.001 A $100.000
459,2018,582,7,COLEGIO ANDRES BELLO, ,88703300,1,4,41,4101,LA SERENA,41,ELQUI,4,3,0,"-29,90109758","-71,25307612",0,10,110,310,0,0,0,0,0,0,1,1,7,HUMANISTA CRISTIANA,$1.000 A $10.000,$50.001 A $100.000
460,2018,583,5,COLEGIO SAGRADOS CORAZONES, ,65189710,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,90466309","-71,24729919",1,10,110,310,0,0,0,0,0,0,1,1,2, ,GRATUITO,$50.001 A $100.000
461,2018,584,3,JARDIN INFANTIL MONTESSORI, , ,9,4,41,4101,LA SERENA,41,ELQUI,4,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION
462,2018,585,1,COLEGIO THE INTERNATIONAL SCHOOL, ,50106510,1,4,41,4101,LA SERENA,41,ELQUI,4,3,0,"-29,932303","-71,26223",0,10,110,310,0,0,0,0,0,0,1,1,1, ,MAS DE $100.000,MAS DE $100.000
463,2018,587,8,COLEGIO SERENA,16279903, ,0,4,41,4101,LA SERENA,41,ELQUI,4,3,0,"-29,915619","-71,24915",0,110,310,0,0,0,0,0,0,0,1,1,1, ,MAS DE $100.000,MAS DE $100.000
464,2018,589,4,COLEGIO SANTO DOMINGO, ,65160658,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,92186928","-71,25022888",1,110,310,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,$50.001 A $100.000
465,2018,590,8,COLEGIO PARTICULAR SAN JOSE, ,96753240,1,4,41,4101,LA SERENA,41,ELQUI,4,3,0,"-29,93736763","-71,14869905",0,10,110,310,0,0,0,0,0,0,1,1,2, ,GRATUITO,$25.001 A $50.000
466,2018,591,6,COLEGIO INGLES CATOLICO, ,91770000,1,4,41,4101,LA SERENA,41,ELQUI,4,3,0,"-29,917365","-71,25518",0,10,110,310,0,0,0,0,0,0,1,1,2, ,MAS DE $100.000,MAS DE $100.000
467,2018,592,4,COLEGIO MARIA AUXILIADORA, , ,9,4,41,4101,LA SERENA,41,ELQUI,4,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION
468,2018,594,0,COLEGIO FRANCISCO DE AGUIRRE, ,65143769,1,4,41,4101,LA SERENA,41,ELQUI,3,2,0,"-29,92996407","-71,25299835",0,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,$50.001 A $100.000
469,2018,597,5,COLEGIO PEDRO PABLO MUÑOZ, ,69040200,1,4,41,4104,LA HIGUERA,41,ELQUI,2,1,0,"-29,51099586","-71,20236969",1,10,110,299,310,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
470,2018,598,3,ESCUELA DE PUNTA DE CHOROS, ,69040200,1,4,41,4104,LA HIGUERA,41,ELQUI,2,1,1,"-29,24604416","-71,46097565",0,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
471,2018,599,1,ESCUELA JOSE SANTOS OSSA, ,69040200,1,4,41,4104,LA HIGUERA,41,ELQUI,2,1,1,"-29,37309647","-71,11620331",1,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
472,2018,600,9,ESCUELA DE AGUA GRANDE, ,69040200,1,4,41,4104,LA HIGUERA,41,ELQUI,2,1,1, , ,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION
473,2018,601,7,ESCUELA DE LOS MORROS, ,69040200,1,4,41,4104,LA HIGUERA,41,ELQUI,2,1,1,"-29,38098551","-70,74277916",0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO
474,2018,602,5,ESCUELA BASICA CARLOS CONDELL, ,69040200,1,4,41,4104,LA HIGUERA,41,ELQUI,2,1,1,"-29,62220001","-71,28536987",1,10,110,363,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
475,2018,604,1,ESCUELA DE PUNTA COLORADA, ,69040200,1,4,41,4104,LA HIGUERA,41,ELQUI,2,1,1,"-29,35384178","-71,01551819",1,110,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
476,2018,606,8,ESCUELA BASICA SAN ANDRES, ,69040200,1,4,41,4104,LA HIGUERA,41,ELQUI,2,1,1,"-29,44643021","-71,29876709",0,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
477,2018,607,6,ESCUELA LOS PAJARITOS, , ,9,4,41,4104,LA HIGUERA,41,ELQUI,2,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION
478,2018,608,4,ESCUELA DE LOS CHOROS, ,69040200,1,4,41,4104,LA HIGUERA,41,ELQUI,2,1,1,"-29,29091263","-71,30743408",0,110,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
479,2018,609,2,INSTITUTO SUPERIOR DE COMERCIO DE COQUIMBO, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,96055031","-71,34012604",1,410,463,510,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
480,2018,610,6,LICEO INDUSTRIAL JOSE TOMAS DE URMENETA, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,96525192","-71,34722137",1,510,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
481,2018,611,4,LICEO DIEGO PORTALES, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,95303345","-71,33675385",1,310,363,510,0,0,0,0,0,0,1,1,7,COLEGIO LAICO,GRATUITO,GRATUITO
482,2018,612,2,ESCUELA GUILLERMO CERECEDA, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,97170448","-71,32545471",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
483,2018,613,0,COLEGIO DE ARTES CLAUDIO ARRAU, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,96126938","-71,33829498",1,10,110,310,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
484,2018,614,9,ESCUELA PRESIDENTE ANIBAL PINTO, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,95573425","-71,33995819",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
485,2018,615,7,ESCUELA COQUIMBO, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,95436478","-71,33626556",1,10,110,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO
486,2018,616,5,ESCUELA CARDENAL JOSE MARIA CARO, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,96734238","-71,3391037",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
487,2018,617,3,COLEGIO SANTA CECILIA, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,95366096","-71,34325409",1,10,110,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO
488,2018,618,1,ESCUELA SANTO TOMAS DE AQUINO, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,9620018","-71,2542038",1,10,110,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO
489,2018,620,3,ESCUELA JOSE ALFARO ALFARO, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,95718384","-71,26178741",1,10,110,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO
490,2018,621,1,ESCUELA BASICA MARIO MUNOZ SILVA, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,96727943","-71,32762146",1,10,110,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
491,2018,623,8,CENTRO LABORAL JEAN PIAGET, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,96714592","-71,32640076",0,212,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
492,2018,624,6,ESCUELA DIFERENCIAL JUAN SANDOVAL C., ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,96768951","-71,32416534",0,212,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
493,2018,625,4,ESCUELA TOMASA OLIVARES CAAMANO, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,96139336","-71,34879303",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
494,2018,626,2,ESCUELA BASICA DAVID LEON TAPIA, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-30,26317215","-71,48988342",1,10,110,299,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
495,2018,628,9,ESCUELA DE PENUELAS, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,95157814","-71,29620361",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
496,2018,629,7,COLEGIO PABLO NERUDA, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,1,"-30,05068207","-71,25240326",1,10,110,310,510,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
497,2018,630,0,COLEGIO LA HERRADURA, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,98613167","-71,36120605",1,10,110,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO
498,2018,631,9,ESCUELA SAN RAFAEL, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-30,01071167","-71,2567749",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
499,2018,632,7,ESCUELA BASICA MANUEL DE SALAS, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-30,19948578","-71,42973328",1,10,110,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO
500,2018,634,3,ESCUELA DE HUACHALALUME, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,1,"-29,97725677","-71,22181702",1,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
501,2018,635,1,ESCUELA DE TOTORALILLO, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,1,"-30,06486511","-71,36621094",1,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
502,2018,637,8,ESCUELA LUCILA GODOY ALCAYAGA, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,0,"-29,97380829","-71,29909515",1,10,110,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO
503,2018,638,6,ESCUELA DE CAMARONES, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,1,"-30,43628883","-71,37903595",0,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
504,2018,639,4,ESCUELA DE LAS BARRANCAS, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,1,"-30,21329308","-71,25787354",1,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
505,2018,640,8,ESCUELA DE EL MOLLACO, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,1,"-30,09230995","-71,13032532",0,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
506,2018,641,6,ESCUELA DE LAS CARDAS, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,1,"-30,28147888","-71,25431824",1,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
507,2018,642,4,ESCUELA DE EL PENON, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,1,"-30,13885498","-71,21582794",1,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
508,2018,643,2,ESCUELA DE TAMBILLOS, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,1,"-30,19732285","-71,22369385",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
509,2018,644,0,ESCUELA DE PUERTO ALDEA, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,1,"-30,29287338","-71,60926056",1,110,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
510,2018,645,9,ESCUELA DE EL TANGUE, ,61999320,1,4,41,4102,COQUIMBO,41,ELQUI,6,5,1,"-30,34646416","-71,55861664",1,110,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
511,2018,646,7,COLEGIO BERNARDO O´HIGGINS, ,65149123,1,4,41,4102,COQUIMBO,41,ELQUI,3,2,0,"-29,96076202","-71,33734131",1,10,110,310,363,410,510,0,0,0,1,1,1, ,GRATUITO,$25.001 A $50.000
512,2018,647,5,COLEGIO MANUEL MONTT, ,65153278,1,4,41,4102,COQUIMBO,41,ELQUI,3,2,0,"-29,99940872","-71,33577728",1,110,310,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,$10.001 A $25.000
513,2018,648,3,COLEGIO SANTA MARTA, ,65455720,1,4,41,4102,COQUIMBO,41,ELQUI,3,2,0,"-29,96141815","-71,34729004",1,10,110,310,0,0,0,0,0,0,1,1,2, ,$1.000 A $10.000,$25.001 A $50.000
514,2018,649,1,COLEGIO PARTICULAR GABRIELA MISTRAL, ,65148538,1,4,41,4102,COQUIMBO,41,ELQUI,3,2,0,"-29,96374512","-71,3397522",1,10,110,310,0,0,0,0,0,0,1,1,2, ,GRATUITO,$25.001 A $50.000
515,2018,650,5,ESCUELA PARTICULAR METODISTA, ,70002810,1,4,41,4102,COQUIMBO,41,ELQUI,3,2,0,"-29,95748138","-71,34339142",1,10,110,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO
516,2018,654,8,COLEGIO INGLES JOHN KENNEDY, , ,9,4,41,4102,COQUIMBO,41,ELQUI,4,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION
517,2018,655,6,COLEGIO PARTICULAR SAN IGNACIO, ,65152507,1,4,41,4102,COQUIMBO,41,ELQUI,3,2,0,"-29,98801994","-71,33467102",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,$25.001 A $50.000
518,2018,656,4,LICEO PEDRO REGALADO S. VIDELA O., ,61999320,1,4,41,4103,ANDACOLLO,41,ELQUI,6,5,0,"-30,23232651","-71,0799408",1,310,410,510,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
519,2018,657,2,ESCUELA LUIS CRUZ MARTINEZ, ,61999320,1,4,41,4103,ANDACOLLO,41,ELQUI,6,5,0,"-30,23148155","-71,08005524",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
520,2018,658,0,ESCUELA PATRICIO LYNCH, ,61999320,1,4,41,4103,ANDACOLLO,41,ELQUI,6,5,1,"-30,24616241","-71,08115387",1,10,110,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
521,2018,659,9,ESCUELA PADRE BLAS HERNANDEZ SANCHEZ, ,61999320,1,4,41,4103,ANDACOLLO,41,ELQUI,6,5,1,"-30,25531006","-71,08345032",1,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
522,2018,660,2,ESCUELA DE EL TORO, ,69040400,1,4,41,4103,ANDACOLLO,41,ELQUI,2,1,1, , ,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION
523,2018,661,0,ESCUELA LUIS AMENABAR OSSA, ,61999320,1,4,41,4103,ANDACOLLO,41,ELQUI,6,5,1,"-30,16926384","-71,17514801",1,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
524,2018,662,9,ESCUELA DE MAITENCILLO, ,61999320,1,4,41,4103,ANDACOLLO,41,ELQUI,6,5,1,"-30,17105293","-71,10881042",1,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
525,2018,663,7,ESCUELA PADRE CLARET, ,70422200,1,4,41,4103,ANDACOLLO,41,ELQUI,3,2,0, , ,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO
526,2018,664,5,COLEGIO PARROQUIAL DE ANDACOLLO, ,70422200,1,4,41,4103,ANDACOLLO,41,ELQUI,3,2,0,"-30,23178864","-71,08585358",1,10,110,310,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
527,2018,665,3,LICEO CARLOS ROBERTO MONDACA CORTES, ,69040500,1,4,41,4106,VICUÑA,41,ELQUI,2,1,0,"-30,03378677","-70,70909882",1,299,310,363,510,610,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
528,2018,666,1,ESCUELA BASICA LUCILA GODOY ALCAYAGA, ,69040500,1,4,41,4106,VICUÑA,41,ELQUI,2,1,0,"-30,03546715","-70,71102905",1,10,110,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
529,2018,668,8,ESCUELA EDMUNDO VIDAL CARDENAS, ,69040500,1,4,41,4106,VICUÑA,41,ELQUI,2,1,0,"-30,04065895","-70,66082764",1,10,110,310,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
530,2018,669,6,ESCUELA NEFTALI REYES, ,69040500,1,4,41,4106,VICUÑA,41,ELQUI,2,1,0,"-30,03120422","-70,77291107",1,10,110,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
531,2018,671,8,ESCUELA RIOS DE ELQUI, ,69040500,1,4,41,4106,VICUÑA,41,ELQUI,2,1,0,"-29,97972107","-70,56150818",1,10,110,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO
532,2018,672,6,ESCUELA DE DIAGUITAS JUAN TORRES M., ,69040500,1,4,41,4106,VICUÑA,41,ELQUI,2,1,0,"-30,01966858","-70,62786865",1,10,110,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
533,2018,673,4,ESCUELA JOSE ABELARDO NUNEZ, ,69040500,1,4,41,4106,VICUÑA,41,ELQUI,2,1,0,"-30,0257225","-70,68939209",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
534,2018,674,2,ESCUELA DE VINITA ALTA, ,69040500,1,4,41,4106,VICUÑA,41,ELQUI,2,1,1,"-29,81201363","-70,79559326",0,110,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
535,2018,675,0,ESCUELA, , ,9,4,41,4106,VICUÑA,41,ELQUI,2,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION
536,2018,676,9,ESCUELA DE SAN CARLOS, ,69040500,1,4,41,4106,VICUÑA,41,ELQUI,2,1,1,"-30,02820587","-70,81199646",1,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
537,2018,678,5,ESCUELA AMELIA BARAHONA MUJICA, ,69040500,1,4,41,4106,VICUÑA,41,ELQUI,2,1,1,"-30,00306511","-70,81567383",1,10,110,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
