,AGNO,RBD,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_REG_RBD,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,LATITUD,LONGITUD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL
411,2018,526,6,COLEGIO JOSE MANUEL BALMACEDA, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,91998863","-71,25172424",1,10,110,310,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
412,2018,527,4,COLEGIO HEROES DE LA CONCEPCION, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,90704727","-71,25543213",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
413,2018,528,2,ESCUELA GERMAN RIESCO, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,90640831","-71,24468994",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
414,2018,529,0,COLEGIO MANUEL RODRIGUEZ, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,91370201","-71,24486542",0,211,212,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
415,2018,530,4,COLEGIO GABRIEL GONZALEZ VIDELA, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,89785957","-71,25341034",1,10,110,310,410,610,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
416,2018,531,2,COLEGIO PEDRO AGUIRRE CERDA, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,91246033","-71,22067261",1,10,110,310,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
417,2018,532,0,CEN.ED.INT.DE ADUL.ESTER VILLARREAL CASTILLO, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,9090271","-71,24658966",1,165,363,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
418,2018,533,9,COLEGIO DARIO SALAS, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,87335587","-71,24278259",1,110,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
419,2018,534,7,COLEGIO VILLA SAN BARTOLOME, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,88700485","-71,23638153",1,10,110,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO
420,2018,535,5,COLEGIO JOSE MIGUEL CARRERA, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,94275284","-71,26345062",1,10,110,310,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
421,2018,536,3,COLEGIO BERNARDA MORIN, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,91077042","-71,2292099",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
422,2018,537,1,COLEGIO LUIS BRAILLE, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,93267822","-71,25833893",0,213,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
423,2018,539,8,COLEGIO DE ALGARROBITO, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,93924904","-71,14627838",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
424,2018,540,1,ESCUELA DE ISLON, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,89787102","-71,18531799",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
425,2018,542,8,ESCUELA DE LAMBERT, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,0,"-29,84313393","-71,1191864",1,10,110,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO
426,2018,543,6,COLEGIO ALTOVALSOL, ,70892100,1,4,41,4101,LA SERENA,41,ELQUI,1,1,1,"-29,94228554","-71,12130737",1,10,110,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO
