2382438,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,10732619,2,200209,15,4,4301,OVALLE,0,0,0,5
2382439,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,11016426,2,200305,15,1,1107,ALTO HOSPICIO,0,0,0,5
2382440,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,11231519,1,200306,15,4,4301,OVALLE,0,0,0,5
2382441,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,12063575,2,200303,15,5,5401,LA LIGUA,0,0,0,5
2382442,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,12864457,1,200208,15,4,4301,OVALLE,0,0,0,5
2382443,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,13136121,2,200010,17,4,4301,OVALLE,0,0,0,5
2382444,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,15213160,1,200109,16,4,4301,OVALLE,0,0,0,5
2382445,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,15386002,1,200110,16,4,4301,OVALLE,0,0,0,5
2382446,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,15413773,2,200112,16,13,13125,QUILICURA,0,0,0,5
2382447,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,16564028,1,200210,15,4,4301,OVALLE,0,0,0,5
2382448,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,18453049,2,200207,15,4,4301,OVALLE,0,0,0,5
2382449,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,18464890,2,200211,15,4,4301,OVALLE,0,0,0,5
2382450,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,18807959,1,200107,16,4,4301,OVALLE,0,0,0,5
2382451,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,19685113,2,200204,16,4,4102,COQUIMBO,0,0,0,5
2382452,2018,13513,5,COLEGIO DALMACIA,4,43,4301,OVALLE,42,LIMARI,3,2,0,1,310,5,4,2,2,A,3,0,0,19932206,1,200209,15,4,4301,OVALLE,0,0,0,5
